unique_chunk_id,track_id,raga,performer,performance,chunk_index,contains_violin,contains_vocal,contains_mridangam
c439bebc-6907-495f-9900-26dc79a50224,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",10,1,0,0
8633f7c1-6ce3-4ba9-bc17-1218008d9840,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",11,1,1,0
6533a393-c65a-4b1c-a394-b0466dbd578f,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",12,1,0,0
6323899f-0965-4703-b54f-fcb22bdb8f20,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",13,1,0,0
0960b400-7883-4f75-a1a6-68d3f073721d,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",14,1,0,0
2489f2f6-1240-49c3-879a-b24bc111e6a4,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",15,1,0,0
b35b95be-4f24-43ae-9b12-6bb3d5c0ef6c,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",16,1,0,0
45bc30d6-dfb8-4000-b3a5-80ff0253efd4,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",17,1,0,0
59eaac3c-0a73-4c05-b712-21eb4ef2284c,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",18,1,0,0
e3784962-5f2a-419f-8347-34cdd9ffa54a,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",19,1,0,0
a4a2bb03-256a-4059-8b98-cc1ab5f9bd3d,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",20,1,0,0
81a97584-643f-4803-9698-de53b5831023,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",21,1,0,0
c637ccee-6e01-4599-8a3e-978bb1251a5d,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",22,1,0,0
1e0f4267-1735-4211-9716-1c41ed99ddad,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",23,1,0,0
27a5e048-5762-43c4-a9a0-073dec75e114,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",24,1,0,0
ae019ca2-803a-47d1-80a3-41d85ccc676c,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",25,1,0,0
713b949a-2137-4119-94bc-7fce63be90ec,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",26,1,0,0
2b926661-1026-4d8c-8e15-2066755677cc,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",27,1,0,0
ac6c7d26-9ba3-4cca-b58b-a2a239844015,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",28,1,0,0
d9bc69a5-c182-4b1c-8961-66cd0cb89e6b,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",29,1,0,0
69e9a6e1-b4d6-4eb3-98d4-e5543f5233b4,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",30,1,0,0
d65aad4d-dcde-444e-9ac1-96cc2916ac5f,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",31,1,0,0
286cda89-36f0-4d1d-8fe2-4d30cba933de,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",32,1,0,0
148e39ad-aa0d-40d7-80b9-c0134f785574,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",33,1,0,0
2e567cf1-e2fe-4a76-8c05-1cda9d5c518b,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",34,1,0,0
c8ed6cb0-22de-44d6-8909-83f04183d087,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",35,1,0,0
03715a83-daff-4cbe-8073-bd805678f240,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",36,1,0,0
d0f10bd9-ac59-4596-a831-121195d5df2f,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",37,1,0,0
9cdc7af4-be88-46f0-8190-cfd810294f67,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",38,1,0,0
a2d91d71-b545-4c49-a167-54b77f2a29d3,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",39,1,0,0
dd2e4fc7-12cc-43e9-ab2e-001b0a1d4b7e,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",40,1,0,0
fefddf69-a7dc-4dd2-9a48-1500a25e6969,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",41,1,0,0
74d6bc84-3a4e-4d5b-bac9-77e176acd2e4,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",42,1,0,0
6ecd8c03-7193-466d-8602-a1ad56864f50,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",43,1,0,0
19e11a37-6e06-4d6e-854c-167c3773a45c,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",44,0,0,1
d399d649-0d5b-4b61-8ac5-bd0c31fdf6e9,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",45,0,0,1
f39cc0c6-b513-4183-81bb-087ab8360040,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",46,0,0,1
fad2ed7d-9da8-48e1-8939-4cab2218e848,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",47,0,0,0
3e31eea1-88e7-4d05-8bc8-cb604fc11988,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",48,0,1,1
72955c43-ec6b-4294-9116-f181f8ab96f8,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",49,0,1,1
751ad526-8b5d-44e5-86a0-09c40ac1ff32,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",50,1,1,0
b85c48c7-745c-4820-8b50-555d08daed13,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",51,1,1,0
0ff28426-195c-4004-b336-2eddd0cac4fa,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",52,1,1,0
aeca8f62-a30b-4d84-a881-1541b5734218,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",53,1,1,1
989a35ed-0d96-4b22-9389-fa31babcf2d1,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",54,1,1,1
14a69520-fdf9-49e0-aad4-f0eb13f55b0f,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",55,1,1,1
f2a80dc7-b7ff-4130-8092-d78fb2222406,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",56,1,1,1
15981789-1a1b-4313-b661-b33bced5c02d,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",57,1,1,1
39bf3300-d1d3-4df4-87c1-072f72f0f3c5,96_Dharini_Telusukonti,[],"{'artist': {'mbid': 'bb385b39-7765-4a7c-9233-dad4c0f67d27', 'name': 'N J Nandini'}, 'instrument': {'mbid': 'd92884b7-ee0c-46d5-96f3-918196ba8c5b', 'name': 'Voice'}, 'lead': 1, 'attributes': ''}","[{'mbid': '97912476-a3a8-4517-86e1-77107110ff0e', 'title': 'N J Nandini in Arkay'}]",58,1,1,1
