song,t1,t2,rms,zcr,spectral_centroid,bandwidth,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,contains_violin,contains_vocal,contains_mridangam
187_Aaniraimekkani,121275,132300,0.046154603362083435,0.039595170454545456,2013.5407217667525,2597.406250807378,-355.9395751953125,138.35574340820312,-46.227210998535156,49.45536804199219,6.210928440093994,6.664519786834717,-43.31431198120117,-15.713578224182129,-23.861326217651367,-1.8797557353973389,1.3540397882461548,-17.91010856628418,-1.3976536989212036,-14.559040069580078,-18.301788330078125,-17.288036346435547,-6.2702107429504395,-13.872979164123535,0.38803938031196594,21.32054901123047,0,1,1
187_Aaniraimekkani,132300,143325,0.04581839218735695,0.041437322443181816,2115.9955787484314,2750.3960843763757,-356.0049133300781,127.80847930908203,-41.38951873779297,63.11265563964844,0.63547682762146,-2.5599911212921143,-53.01189041137695,-7.187089920043945,-15.646743774414062,-6.60689115524292,-5.744475841522217,-21.284645080566406,-1.1791925430297852,-10.88187026977539,-13.80419635772705,-18.57733726501465,-8.45881462097168,-14.499972343444824,-1.3778010606765747,13.781209945678711,0,1,1
187_Aaniraimekkani,143325,154350,0.04216904938220978,0.026145241477272728,1954.9372344690835,2692.8510008130775,-363.8934326171875,142.41331481933594,-33.776710510253906,38.65182876586914,2.87005615234375,1.3739078044891357,-37.94160079956055,-4.712824821472168,-24.602392196655273,-14.20413875579834,0.917771577835083,-14.876778602600098,-8.685949325561523,-10.045867919921875,-6.332472324371338,-10.280715942382812,-5.403759956359863,-11.9916410446167,-4.41110897064209,7.668145656585693,0,1,1
187_Aaniraimekkani,154350,165375,0.060397401452064514,0.03384676846590909,2173.388820585415,2680.093291578173,-316.7264404296875,132.88192749023438,-57.659339904785156,48.45658874511719,-10.499102592468262,1.1118985414505005,-55.23774337768555,-1.2074646949768066,-20.397274017333984,-6.956663608551025,10.25854778289795,-20.76280403137207,-11.963083267211914,-8.43311595916748,-0.9583660364151001,-13.208334922790527,-7.535158157348633,-20.817249298095703,-4.144411087036133,11.75716781616211,0,1,1
187_Aaniraimekkani,165375,176400,0.03635599464178085,0.03420188210227273,1964.0185562464728,2511.8874138435376,-371.42218017578125,152.1798095703125,-42.417076110839844,32.03291702270508,3.984253168106079,-2.8970513343811035,-40.97296905517578,-9.409680366516113,-23.467124938964844,-10.562202453613281,-3.050462484359741,-19.41744613647461,-2.19142746925354,-4.682633399963379,-10.047228813171387,-10.480762481689453,4.190513610839844,-7.124212741851807,-1.4300671815872192,12.521576881408691,0,1,1
187_Aaniraimekkani,176400,187425,0.04934696853160858,0.04030539772727273,2075.7021746730684,2615.9449270777886,-340.9530944824219,144.00099182128906,-52.049598693847656,29.759843826293945,-11.202486991882324,8.630955696105957,-39.59669494628906,-4.791489601135254,-19.521928787231445,-20.851137161254883,-0.2036200910806656,-12.66784954071045,-7.9339141845703125,-16.107593536376953,-9.078622817993164,-6.591784477233887,1.2854151725769043,-3.2357842922210693,5.307494163513184,25.6397705078125,0,1,1
187_Aaniraimekkani,187425,198450,0.04376084730029106,0.02654474431818182,1954.5992271575437,2739.9185006103316,-361.4775695800781,140.94288635253906,-41.41019058227539,41.727840423583984,1.8972809314727783,3.6716806888580322,-38.07308578491211,-4.342163562774658,-15.548822402954102,-21.403486251831055,-12.969930648803711,-21.544452667236328,0.9646573662757874,-10.526634216308594,-16.15204620361328,-14.876969337463379,-5.542168140411377,2.3712031841278076,4.484707355499268,11.4695463180542,0,1,1
187_Aaniraimekkani,198450,209475,0.04991907998919487,0.035111860795454544,2059.0517858911935,2751.2625964314884,-347.0613708496094,129.2422332763672,-46.11436462402344,53.70197677612305,-2.2029078006744385,-1.2889310121536255,-45.63785171508789,-4.528741836547852,-17.275327682495117,-15.809948921203613,-8.580869674682617,-21.825605392456055,-1.1515958309173584,-6.729584217071533,-7.442535877227783,-13.186101913452148,-8.288901329040527,-3.7711331844329834,12.791732788085938,21.736825942993164,0,1,1
187_Aaniraimekkani,209475,220500,0.051561810076236725,0.032270951704545456,1844.2258303962865,2552.7599174924476,-357.9917907714844,134.18145751953125,-50.55423355102539,47.22272872924805,3.6965291500091553,-2.1649081707000732,-43.645538330078125,-1.5464110374450684,-20.67736053466797,-15.257905006408691,-1.968238115310669,-15.32700252532959,-6.079164505004883,-15.109720230102539,-10.783258438110352,-7.654928207397461,-5.214537620544434,-12.26761245727539,13.345751762390137,29.09716033935547,0,1,1
187_Aaniraimekkani,220500,231525,0.032797541469335556,0.03628817471590909,1682.9793253040937,2450.842077383765,-398.00860595703125,162.796875,-29.21027946472168,21.03095817565918,-0.6837734580039978,-9.559078216552734,-32.33561706542969,-0.4092097580432892,-6.724395275115967,-18.16834259033203,-11.539335250854492,-14.13430404663086,-4.810569763183594,-9.897615432739258,-5.164861679077148,1.605218768119812,2.535123586654663,-4.681212902069092,-3.1500399112701416,9.035048484802246,0,1,1
187_Aaniraimekkani,231525,242550,0.06566386669874191,0.036798650568181816,1703.5794666275217,2179.4099667838627,-329.71722412109375,153.03802490234375,-56.61821365356445,23.64732551574707,-12.92171859741211,-19.036373138427734,-32.56684112548828,0.7779362201690674,-8.542529106140137,-18.382078170776367,4.348532199859619,-9.59250259399414,-12.443927764892578,-10.642426490783691,0.22878839075565338,-8.900956153869629,-9.318446159362793,-7.061557292938232,-8.959539413452148,14.238022804260254,0,1,1
187_Aaniraimekkani,242550,253575,0.07378648221492767,0.047651811079545456,1895.006786909795,2005.4652738110426,-266.0545654296875,176.87107849121094,-80.70149230957031,8.93852710723877,-26.327856063842773,-18.276775360107422,-32.77921676635742,-4.758058071136475,-23.667091369628906,-23.280662536621094,7.636053562164307,-0.3439434766769409,-2.7131731510162354,-14.107159614562988,-11.404544830322266,-11.782522201538086,-4.149686336517334,-11.942087173461914,-18.124691009521484,-9.570184707641602,0,1,1
187_Aaniraimekkani,253575,264600,0.0552399605512619,0.04982688210227273,1970.7421055529621,2128.668597075359,-275.4651794433594,178.61131286621094,-82.05825805664062,18.765474319458008,-30.7872371673584,-7.112870693206787,-34.522037506103516,-11.047921180725098,-30.528247833251953,-14.672780990600586,3.7792840003967285,3.712933301925659,-4.8565673828125,-22.273765563964844,-11.40068531036377,-8.45853328704834,6.116447448730469,1.8026922941207886,-0.10577327758073807,-4.775401592254639,0,1,1
187_Aaniraimekkani,264600,275625,0.059286776930093765,0.0439453125,1955.0324156910488,2342.5660858715273,-285.0667724609375,162.51669311523438,-68.49481964111328,19.9468994140625,-26.597381591796875,-2.908616781234741,-31.21923828125,-9.206523895263672,-27.860576629638672,-22.17138671875,-4.274562358856201,5.459460735321045,-5.490006446838379,-15.641716957092285,-8.984612464904785,-11.231314659118652,-3.838029384613037,-10.283676147460938,-1.2529938220977783,-13.771624565124512,0,1,1
187_Aaniraimekkani,275625,286650,0.0589665025472641,0.03848544034090909,1831.2364920128332,2307.718091913214,-289.1758117675781,169.50514221191406,-61.63180160522461,15.58962345123291,-23.6741943359375,-1.7091941833496094,-28.22968292236328,-10.618101119995117,-30.311784744262695,-24.13671112060547,-4.263229846954346,6.331997871398926,-1.2411010265350342,-23.742509841918945,-10.351314544677734,-4.657291889190674,-2.768930673599243,-14.132538795471191,-2.5299623012542725,-11.474688529968262,0,1,1
187_Aaniraimekkani,286650,297675,0.05828266218304634,0.03611061789772727,1824.9457468858332,2196.2894438637513,-276.6721496582031,180.8806610107422,-70.17497253417969,23.097455978393555,-29.08715057373047,0.9051822423934937,-24.093503952026367,-11.495351791381836,-24.772167205810547,-31.171733856201172,-2.847057819366455,6.905179977416992,0.5725240111351013,-17.547271728515625,-22.316852569580078,-6.823073863983154,1.7035983800888062,-8.173601150512695,4.683831691741943,-12.507244110107422,0,1,1
187_Aaniraimekkani,297675,308700,0.07328493148088455,0.04405628551136364,1847.4121204846078,2188.8662971410736,-269.9080505371094,173.85105895996094,-70.51384735107422,18.338428497314453,-24.16558265686035,-1.2470663785934448,-26.560945510864258,-17.774343490600586,-24.888994216918945,-27.05463981628418,5.100646018981934,8.628387451171875,-3.46694278717041,-19.512401580810547,-17.037824630737305,1.8292160034179688,1.4438011646270752,-12.745362281799316,-4.326683044433594,-14.27431583404541,1,1,1
187_Aaniraimekkani,308700,319725,0.05312907323241234,0.037420099431818184,1840.596786730761,2290.2298821143104,-305.16912841796875,166.45556640625,-58.323123931884766,33.769107818603516,1.6726912260055542,4.5369343757629395,-31.4422664642334,-25.077625274658203,-18.882888793945312,-18.170127868652344,-3.1359899044036865,-7.424320697784424,-7.260702133178711,-12.520432472229004,-11.061781883239746,-5.448225021362305,-7.924984455108643,-17.95391082763672,-6.444328308105469,-5.151000022888184,0,1,1
187_Aaniraimekkani,319725,330750,0.04900362342596054,0.028852982954545456,1733.3683835890347,2198.8386722960568,-322.2510986328125,171.62606811523438,-58.577022552490234,31.30023193359375,6.625777721405029,-1.5179443359375,-34.101070404052734,-21.116540908813477,-20.72681427001953,-17.07939910888672,-2.0812253952026367,-11.911626815795898,-11.124008178710938,-9.909734725952148,-8.177847862243652,-10.995698928833008,-9.595015525817871,-13.575765609741211,-4.397728443145752,-1.675467610359192,0,1,1
187_Aaniraimekkani,330750,341775,0.016808809712529182,0.04969371448863636,1807.8832266556367,2026.9620368669675,-389.9133605957031,192.69287109375,-67.66909790039062,30.35161781311035,0.2257152944803238,-7.08174467086792,-32.45842742919922,-3.371990203857422,-20.946998596191406,-9.475421905517578,-12.580084800720215,-9.502968788146973,-8.25399112701416,-3.913902521133423,-3.927767038345337,-1.3859679698944092,0.13998179137706757,-1.03156578540802,9.536446571350098,-3.6052565574645996,0,0,1
187_Aaniraimekkani,341775,352800,0.014193850569427013,0.060258345170454544,2056.7861777051457,2077.0869394758683,-388.5977783203125,185.32106018066406,-78.96527862548828,29.0009765625,1.1032848358154297,-13.59470272064209,-37.11199188232422,-2.143277883529663,-14.881282806396484,-8.435336112976074,-16.489694595336914,-13.793486595153809,-9.482726097106934,3.72678542137146,5.933530807495117,-0.41827136278152466,4.657910346984863,5.118589878082275,10.230055809020996,-4.330162525177002,0,0,1
187_Aaniraimekkani,352800,363825,0.03634795919060707,0.02385919744318182,1655.4647819404222,2181.7571944707547,-361.6856689453125,171.8529510498047,-51.1130256652832,34.66506576538086,19.429662704467773,-19.07979393005371,-26.26891326904297,-10.96749496459961,-13.216113090515137,-12.702560424804688,-14.782271385192871,-22.937732696533203,-15.564138412475586,-8.65271282196045,-0.6742932796478271,-4.651266574859619,-9.20267105102539,-7.1745195388793945,0.3572840988636017,-2.46094012260437,1,0,1
187_Aaniraimekkani,363825,374850,0.048544611781835556,0.024458451704545456,1657.75888242405,2081.6170062683627,-333.68670654296875,175.76451110839844,-56.90364074707031,25.2523193359375,15.082886695861816,-20.492067337036133,-21.6025390625,-4.845944404602051,-3.077436685562134,-17.39971160888672,-21.581457138061523,-17.837495803833008,-11.95080852508545,-12.619208335876465,-6.306001663208008,-0.8680296540260315,-4.279038429260254,-2.17642879486084,2.8813376426696777,-5.354366779327393,1,0,1
187_Aaniraimekkani,374850,385875,0.0500413216650486,0.021706321022727272,1578.9587104274208,2127.49846181236,-352.4960632324219,169.20216369628906,-48.59555435180664,32.795955657958984,24.880409240722656,-17.122297286987305,-27.841218948364258,-7.55372428894043,-6.005080699920654,-12.955538749694824,-15.019390106201172,-20.53611946105957,-14.916316986083984,-17.679487228393555,-7.459756374359131,2.0989370346069336,-2.814117670059204,-4.852849960327148,-2.232079029083252,-7.927618503570557,1,0,1
187_Aaniraimekkani,385875,396900,0.04757603630423546,0.023792613636363636,1635.856842131992,2000.9675196797914,-355.2183837890625,165.1856689453125,-65.61790466308594,30.86622428894043,23.789953231811523,-13.105566024780273,-19.561800003051758,-7.500790119171143,1.3200544118881226,-8.356383323669434,-11.4899320602417,-12.680639266967773,-13.38753604888916,-14.479144096374512,-9.65162181854248,-2.99983286857605,-7.75831937789917,-7.789389133453369,-1.0085517168045044,-11.010387420654297,1,0,1
187_Aaniraimekkani,396900,407925,0.04124171659350395,0.02325994318181818,1460.5241595908,1884.839170329502,-361.8534240722656,181.09872436523438,-51.83381652832031,27.263639450073242,19.791357040405273,-14.84585952758789,-24.32233238220215,-9.390661239624023,-4.44025182723999,-11.428470611572266,-10.791375160217285,-15.96895694732666,-11.324647903442383,-7.915215015411377,-5.272097587585449,-0.5150535702705383,-7.131002426147461,-8.08381175994873,0.5766116976737976,-6.7751078605651855,1,0,1
187_Aaniraimekkani,407925,418950,0.03800124302506447,0.024791370738636364,1368.7917328415556,1893.975889236327,-376.1885681152344,190.76849365234375,-42.64323043823242,23.79387855529785,17.583009719848633,-14.7128324508667,-26.125934600830078,-14.423491477966309,-15.407805442810059,-10.713927268981934,-3.5591580867767334,-13.099865913391113,-10.089550018310547,-3.589175224304199,-3.0865113735198975,-9.522016525268555,-18.47537612915039,-9.044121742248535,6.256809711456299,-3.0751495361328125,1,0,1
187_Aaniraimekkani,418950,429975,0.036454133689403534,0.01897638494318182,1392.5001951810302,2142.629294258594,-381.59783935546875,186.02027893066406,-25.288549423217773,18.044187545776367,3.588449239730835,-15.619060516357422,-29.424762725830078,-14.632345199584961,-12.656482696533203,-16.36077117919922,-5.2744245529174805,-10.05875015258789,-14.309161186218262,-5.16064453125,-6.9820966720581055,-10.720115661621094,-12.12961483001709,-11.116838455200195,-1.2299137115478516,-7.433862686157227,1,1,1
187_Aaniraimekkani,429975,441000,0.12912854552268982,0.0498046875,2219.848438938309,2401.4980866784667,-202.82611083984375,158.02256774902344,-85.80394744873047,16.47813606262207,-27.5335636138916,-3.804405450820923,-22.584457397460938,-0.44170138239860535,-13.6461181640625,-33.89055252075195,-2.3670096397399902,2.2132680416107178,-0.5935425758361816,-9.455672264099121,-23.104326248168945,-10.601040840148926,-4.881527423858643,-1.9728622436523438,6.832055568695068,-15.183544158935547,1,1,1
187_Aaniraimekkani,441000,452025,0.13401265442371368,0.06971324573863637,2532.7889560230183,2417.16246223753,-164.92384338378906,162.50047302246094,-107.67301940917969,22.186368942260742,-35.613136291503906,2.995163917541504,-34.71366882324219,-17.185279846191406,-13.692239761352539,-23.92070198059082,8.648021697998047,1.755073070526123,-5.02152681350708,-14.538237571716309,-22.9473819732666,-6.222097396850586,-4.0089616775512695,-5.673216819763184,-6.166821002960205,-19.679319381713867,1,1,1
187_Aaniraimekkani,452025,463050,0.13049837946891785,0.07051225142045454,2463.4827469428606,2342.645218400889,-178.8623046875,158.51443481445312,-105.52959442138672,27.57411003112793,-28.63981819152832,4.182180404663086,-35.381168365478516,-13.626678466796875,-10.856377601623535,-21.408863067626953,8.751056671142578,-1.6553059816360474,-11.871615409851074,-18.01959800720215,-19.175559997558594,-3.3751883506774902,-4.14183235168457,-8.42757797241211,-7.867491245269775,-18.9534854888916,0,1,1
187_Aaniraimekkani,463050,474075,0.11406345665454865,0.046320134943181816,2100.516735943817,2257.525759344619,-234.08897399902344,156.82228088378906,-87.06415557861328,36.226932525634766,-8.846114158630371,3.0215516090393066,-31.50263214111328,-13.568700790405273,-17.12453842163086,-23.64142608642578,-6.250593662261963,-6.427131175994873,-18.854421615600586,-19.310293197631836,-10.639018058776855,-0.8982980847358704,-2.7237026691436768,-10.65078353881836,-3.492626428604126,-14.061392784118652,1,1,1
187_Aaniraimekkani,474075,485100,0.0877390131354332,0.02783203125,1826.7810171903823,2361.9771954397524,-290.9259033203125,147.78639221191406,-52.58395004272461,46.96967697143555,22.520814895629883,8.308232307434082,-33.836483001708984,-10.218223571777344,-16.747983932495117,-13.575382232666016,-13.605170249938965,-26.055261611938477,-10.759157180786133,-8.92908763885498,-8.533413887023926,-13.28173828125,0.5153637528419495,-9.770776748657227,-12.022012710571289,-6.871792316436768,1,1,1
187_Aaniraimekkani,485100,496125,0.09525943547487259,0.05337801846590909,2268.9832852221202,2377.026564924156,-259.7207336425781,137.76258850097656,-78.75454711914062,54.9074821472168,16.24765396118164,9.43234634399414,-43.402530670166016,-6.832648754119873,-24.3946590423584,-15.241202354431152,-8.925870895385742,-28.174461364746094,-12.985727310180664,-2.4041833877563477,1.141115665435791,-9.810039520263672,-0.19099467992782593,-11.489664077758789,-5.218205451965332,-11.633084297180176,1,1,1
187_Aaniraimekkani,496125,507150,0.08873419463634491,0.048783735795454544,2443.4185963104287,2640.176026003843,-263.3807373046875,126.16983032226562,-69.5239028930664,64.73041534423828,11.605058670043945,11.932209014892578,-42.08498764038086,1.760568618774414,-14.702500343322754,-28.16765594482422,-12.325565338134766,-28.690507888793945,-19.27874755859375,-0.46262282133102417,-2.9950637817382812,-6.917907238006592,-1.1188310384750366,-11.820428848266602,-4.426474094390869,-14.407812118530273,1,1,1
187_Aaniraimekkani,507150,518175,0.10092511773109436,0.051691228693181816,2252.037285497683,2589.9621141028706,-253.19444274902344,136.30267333984375,-69.78194427490234,49.81745529174805,3.1040077209472656,17.10657501220703,-31.38128662109375,-6.720895767211914,-13.818731307983398,-24.179832458496094,-9.105069160461426,-18.5974178314209,-22.41863250732422,-12.074372291564941,0.7624569535255432,-6.571580410003662,-1.389724612236023,-11.161113739013672,-1.1603922843933105,-14.339611053466797,1,1,1
187_Aaniraimekkani,518175,529200,0.1535779982805252,0.05996981534090909,2677.4929296323357,2746.061643081212,-187.24351501464844,114.02404022216797,-92.26617431640625,61.161800384521484,-7.593090534210205,18.029573440551758,-37.194339752197266,-12.82126522064209,-13.982503890991211,-17.646682739257812,-2.8689522743225098,-23.525043487548828,-27.998634338378906,-9.97164249420166,-1.1409201622009277,-1.4484591484069824,-3.2856321334838867,-15.433999061584473,3.488785743713379,-15.456048011779785,1,1,1
187_Aaniraimekkani,529200,540225,0.17359811067581177,0.05919300426136364,2548.674389609597,2576.625567895619,-187.6484375,115.3575668334961,-98.9380111694336,63.793617248535156,-9.311875343322754,22.778907775878906,-30.380521774291992,-18.659503936767578,-8.984200477600098,-22.16877555847168,4.064493179321289,-22.411191940307617,-25.36567497253418,-7.708714485168457,-2.3269948959350586,4.678908824920654,-13.840860366821289,-16.380706787109375,-6.6073760986328125,-16.53959846496582,1,1,1
187_Aaniraimekkani,540225,551250,0.12703555822372437,0.05260120738636364,2428.056202587798,2413.764767920387,-209.61700439453125,126.6698989868164,-98.77977752685547,47.59764099121094,-3.012760877609253,17.27880096435547,-29.671110153198242,-19.90205955505371,-5.8028788566589355,-11.50893497467041,-0.6334462761878967,-19.090219497680664,-18.80502700805664,-7.0490803718566895,-5.183277130126953,0.9555297493934631,-8.60992431640625,-9.812570571899414,-4.1502156257629395,-15.722248077392578,1,1,1
187_Aaniraimekkani,551250,562275,0.09590769559144974,0.026744495738636364,1760.9650341984686,2352.966645178787,-259.0918273925781,159.72096252441406,-54.44784927368164,40.500247955322266,2.5901594161987305,2.291574239730835,-38.671058654785156,-21.970367431640625,-23.61102294921875,-9.722174644470215,-6.239769458770752,-25.3273868560791,-11.428374290466309,-9.785252571105957,-14.419734954833984,-15.707533836364746,-11.348443031311035,-13.783093452453613,1.4827556610107422,-4.134810924530029,1,1,1
187_Aaniraimekkani,562275,573300,0.08794283121824265,0.029341264204545456,1775.349383323548,2329.2568919583373,-254.03558349609375,168.5737762451172,-55.129981994628906,25.15040397644043,6.260656356811523,10.445357322692871,-46.5380973815918,-22.797761917114258,-24.442699432373047,-10.206521987915039,-3.6427719593048096,-19.982330322265625,-13.754504203796387,-10.178857803344727,-3.682159423828125,-13.955530166625977,-12.406078338623047,-13.470495223999023,-5.248598575592041,-8.69528865814209,1,1,1
187_Aaniraimekkani,573300,584325,0.08703302592039108,0.02301580255681818,1533.2834644441596,2263.648598163611,-272.03302001953125,177.0093231201172,-41.24847412109375,32.484737396240234,2.931361198425293,11.823487281799316,-40.70267105102539,-23.467639923095703,-16.394786834716797,-11.959603309631348,-3.2061448097229004,-19.643007278442383,-12.753802299499512,-9.118653297424316,-8.796350479125977,-17.102256774902344,-17.097179412841797,-14.822330474853516,-3.4010825157165527,-10.082843780517578,1,1,1
187_Aaniraimekkani,584325,595350,0.06849410384893417,0.03255948153409091,1657.0693449745065,2190.747146712906,-287.1543273925781,171.02764892578125,-53.86081314086914,34.396827697753906,6.90501594543457,20.20854949951172,-42.17025375366211,-27.20452117919922,-18.492454528808594,-11.461274147033691,-0.8849219679832458,-16.12868309020996,-12.4918851852417,-7.146122455596924,-5.89506721496582,-14.191547393798828,-18.821699142456055,-17.276235580444336,-1.1843736171722412,-12.702774047851562,1,1,1
187_Aaniraimekkani,595350,606375,0.0577508844435215,0.04163707386363636,1938.9782674919772,2312.2181951605594,-288.06170654296875,168.62440490722656,-66.10282897949219,39.22907638549805,10.54697036743164,25.294639587402344,-44.27774429321289,-20.795103073120117,-14.591660499572754,-7.234879016876221,-6.2836503982543945,-21.45082664489746,-7.403234958648682,0.2849547564983368,-1.1471610069274902,-10.1671781539917,-11.032304763793945,-12.18276309967041,-4.267549991607666,-12.104973793029785,0,1,1
187_Aaniraimekkani,606375,617400,0.0386611670255661,0.026611328125,1595.1973593139237,2242.671189468556,-354.8817443847656,180.09295654296875,-33.04728698730469,30.64178466796875,27.338031768798828,19.03837776184082,-25.12787437438965,-21.48349380493164,-17.92643928527832,-9.79490852355957,1.5195521116256714,-24.214113235473633,-8.81125545501709,3.497537851333618,-7.424484729766846,-5.200228691101074,1.2641323804855347,-4.631552219390869,-10.225637435913086,-9.727057456970215,0,1,1
187_Aaniraimekkani,617400,628425,0.07254871726036072,0.01873224431818182,1465.6646996209806,2294.734860024911,-315.83697509765625,169.46090698242188,-30.83612823486328,36.8933219909668,18.79354476928711,21.76439666748047,-19.59714126586914,-20.612825393676758,-14.028722763061523,-16.477617263793945,-1.2173405885696411,-15.19647216796875,-7.226019382476807,-3.0429842472076416,-9.391067504882812,-2.340315580368042,3.8989222049713135,-5.619515419006348,-13.010066986083984,-6.6855316162109375,0,1,1
